"","Date","Open","Place","Days","R","RaceName","Odds","Result","name","Distance","FieldCond","ThisRaceOneRound","ThisRaceStretch","ThisRaceElevation","FrameNum","HorseNum","HorseWeight","LastHorseWeight","WeightGain","Burden","Grade1","Grade2","Grade3","Grade4","DateDiff1","DateDiff2","DateDiff3","DateDiff4","Age","Result1","Result2","Result3","Result4","Diff1","Diff2","Diff3","Diff4","Distance1","Distance2","Distance3","Distance4","Spart1","Spart2","Spart3","Spart4","Pass1st1","Pass1st2","Pass1st3","Pass1st4","PassLast1","PassLast2","PassLast3","PassLast4","FirstPace1","FirstPace2","FirstPace3","FirstPace4","LastPace1","LastPace2","LastPace3","LastPace4","OneRound1","OneRound2","OneRound3","OneRound4","Stretch1","Stretch2","Stretch3","Stretch4","Elevation1","Elevation2","Elevation3","Elevation4","DA","RaceNum","Samecond","SamecondNR","Othercond","OthercondNR","SamePlace","SamePlaceNR","SameDist","SameDistNR","LongerDist","LongerDistNR","ShorterDist","ShorterDistNR","EarnedMoney","Money180","Money500","CrudeResult","ThisRaceMoney","LastRaceName","predictPassing"
"1183","2011/02/13",2,"京都",6,8,"4歳上500万下",260.4,12,"http://db.netkeiba.com/horse/2006102691",1800,"良",1607.6,329.1,3,3,4,488,488,0,57,701,701,701,499,14,308,330,402,539,13,11,11,1,1.9,1.2,1.5,-0.6,0,0,100,400,-0.399999999999999,1.3,-0.399999999999999,NA,13,15,13,11,13,15,15,3,37.8,37.3,29.6,NA,37.1,38.3,37.9,NA,0,90,77.5999999999999,NA,0,-23.6,-81.6,NA,0,1.4,-0.4,NA,11,10,7,3.723467841536,1,1,1,0.068719476736,2,0.176093659136,0,0,6,4.5473741824,98,0,98,0.0858993459200001,0,"4歳上500万下",1
"1184","2011/01/30",2,"京都",2,8,"4歳上500万下",159.4,13,"http://db.netkeiba.com/horse/2006102691",1800,"良",1607.6,329.1,3,3,4,488,478,10,57,701,701,499,499,294,316,388,402,525,11,11,1,1,1.2,1.5,-0.6,-0.2,0,100,400,400,1.3,-0.399999999999999,NA,NA,15,13,11,2,15,15,3,2,37.3,29.6,NA,NA,38.3,37.9,NA,NA,90,77.5999999999999,NA,NA,-23.6,-81.6,NA,NA,1.4,-0.4,NA,NA,10,9,7,3.74064771072,1,1,0,0,2,0.19327352832,0,0,6,4.5473741824,98,0,98,0.068719476736,0,"4歳上500万下",1
"1185","2010/01/09",1,"京都",2,6,"4歳上500万下",7.9,1,"http://db.netkeiba.com/horse/2006103222",1800,"良",1607.6,329.1,3,2,4,462,471,-9,54,499,499,499,500,66,87,102,125,321,1,1,1,8,-0.5,-0.6,-1,0.6,400,400,400,0,NA,NA,NA,0.700000000000003,7,5,7,11,2,1,1,11,NA,NA,NA,36,NA,NA,NA,36.5,NA,NA,NA,-7.5,NA,NA,NA,36.1,NA,NA,NA,0,4,10,7,3.55498872832,3,1.8192,0,0,4,0.91498872832,3,1.4592,3,3,435,275,435,1,740,"C1二　3歳以上",0
"1186","2011/05/21",3,"京都",9,8,"4歳上500万下",19.1,9,"http://db.netkeiba.com/horse/2006103290",1800,"良",1607.6,329.1,3,2,4,460,450,10,55,701,701,701,1100,188,217,230,364,952,6,5,6,9,0.7,0.7,1.1,1.3,0,0,0,0,-0.399999999999999,-0.299999999999997,-0.5,-0.299999999999997,3,5,7,10,3,5,6,9,37.4,37.2,36.9,36.2,37.2,36.7,37.4,37,0,0,90,0,0,0,-23.6,0,0,0,1.4,0,14,16,5,1.49487616,2,1.0097152,4,1.70505216,6,2.24244736,0,0,1,0.262144,2994,0,494,0.16777216,0,"3歳上500万下",0
"1187","2010/11/06",6,"京都",1,8,"3歳上500万下",164.3,11,"http://db.netkeiba.com/horse/2006104040",1800,"良",1607.6,329.1,3,3,4,496,488,8,57,701,701,499,499,27,42,65,86,650,6,9,2,1,1.7,1,0,-0.1,0,0,300,400,-0.799999999999997,0.100000000000001,NA,NA,9,10,6,3,8,10,3,2,35.5,38.7,NA,NA,37.5,37.1,NA,NA,0,90,NA,NA,0,-23.6,NA,NA,0,1.4,NA,NA,21,22,12,6.66880478511104,7,5.16768,2,0.49545216,5,1.87282432,2,0.68398046511104,12,9.27968,774.2,95.2,774.2,0.1073741824,0,"3歳上500万下",0
"1188","2011/01/05",1,"京都",1,4,"4歳上500万下",8,9,"http://db.netkeiba.com/horse/2006104352",1800,"良",1607.6,329.1,3,2,4,502,490,12,57,701,701,701,701,18,108,122,143,795,3,7,6,4,0.2,1.7,0.8,0.3,0,0,0,100,0.900000000000006,-0.199999999999996,0.5,1.4,15,11,16,12,16,9,11,8,35.4,37.8,36.8,30.4,36.2,37.6,34.9,36,-7.5,90,-7.5,-7.5,36.1,-23.6,36.1,36.1,0,1.4,0,0,25,30,13,5.5416529461248,4,1.458543476736,5,1.810635636736,7,2.150511476736,3,1.47977216,7,3.3699127861248,2241.3,640,1560.3,0.16777216,0,"3歳上500万下",1
"1189","2009/10/18",4,"京都",4,5,"3歳上500万下",33.9,1,"http://db.netkeiba.com/horse/2006104851",1800,"良",1607.6,329.1,3,2,4,462,462,0,53,701,701,701,701,15,28,42,71,406,4,4,7,5,1,1,0.7,0.7,0,0,100,100,0.100000000000001,-0.100000000000001,0,0.5,14,10,9,14,11,11,9,11,36.5,38,30,29.7,38.1,37.8,36.7,38.1,90,90,162.2,162.2,-23.6,-23.6,37.8,37.8,1.4,1.4,0.1,0.1,11,12,6,1.5742639013888,6,2.716133888,3,1.80777216,3,1.19177216,1,0.16777216,8,2.9308534693888,974,294,974,1,740,"3歳上500万下",1
"1190","2010/06/13",4,"京都",8,7,"4歳上500万下",27.7,5,"http://db.netkeiba.com/horse/2006105480",1800,"良",1607.6,329.1,3,2,4,482,476,6,55,701,701,701,701,155,168,182,218,490,15,3,3,8,4,0,0.2,1.3,0,100,100,0,-3.5,0,0.100000000000001,-1.3,4,2,4,1,6,2,4,1,35.7,29.9,29.8,37,38.5,39,37.5,36.9,0,77.5999999999999,77.5999999999999,0,0,-81.6,-81.6,0,0,-0.4,-0.4,0,10,9,6,2.86146782511104,3,1.8496,3,1.05369566511104,6,3.26329566511104,0,0,3,1.44777216,1390,180,1390,0.4096,74,"4歳上500万下",0
"1191","2010/01/05",1,"京都",1,4,"4歳上500万下",121.1,13,"http://db.netkeiba.com/horse/2006105832",1800,"良",1607.6,329.1,3,2,4,494,484,10,56,701,701,701,701,30,45,58,93,437,12,4,5,8,1.6,0.3,1,1.1,600,650,650,600,-0.199999999999996,0.799999999999997,0.899999999999999,1.4,15,12,16,15,15,11,15,15,34.6,31.3,31.5,34.1,37.2,37.8,37,38.5,90,163,163,90,-23.6,33.4,33.4,-23.6,1.4,0.9,0.9,1.4,13,13,8,2.232882036736,5,2.43757934592,6,2.84713216,0,0,0,0,13,4.670461382656,832,182,832,0.068719476736,0,"3歳上500万下",1
"1192","2011/10/09",5,"京都",2,7,"3歳上500万下",37.1,6,"http://db.netkeiba.com/horse/2006106016",1800,"良",1607.6,329.1,3,4,4,488,485,3,56,499,701,701,701,11,126,147,162,1079,3,6,9,5,0.6,1.5,1.3,2.1,-70,0,0,0,NA,-0.5,-0.899999999999999,-1.4,3,4,3,4,2,6,4,9,NA,36.8,37.6,37.2,NA,37.5,37,36.6,NA,135.1,135.1,135.1,NA,-24.8,-24.8,-24.8,NA,2.4,2.4,2.4,26,25,6,1.765122048,6,1.6586440704,0,0,4,1.07282432,1,0.64,7,1.7109417984,1311,80,190,0.32768,0,"夢前川特別",0
"1193","2011/11/26",6,"京都",7,7,"3歳上500万下",1.7,4,"http://db.netkeiba.com/horse/2006106582",1800,"良",1607.6,329.1,3,4,4,530,522,8,55,701,701,701,701,28,216,231,252,1008,2,8,2,15,0.6,0.4,0.3,3,0,0,100,100,-0.600000000000001,-0.399999999999999,-0.299999999999997,-3,1,1,1,2,1,1,1,2,37.1,36.8,30.5,28.9,36.8,37.9,37.6,40.4,0,135.1,162.2,162.2,0,-24.8,37.8,37.8,0,2.4,0.1,0.1,18,17,4,1.51916483719987,3,1.2718592,2,0.835184372088832,4,1.68489957208883,0,0,3,1.10612446511104,2375,300,770,0.512,110,"3歳上500万下",0
"1194","2010/05/09",3,"京都",6,7,"4歳上500万下",6.8,5,"http://db.netkeiba.com/horse/2006106789",1800,"良",1607.6,329.1,3,2,4,526,518,8,54,701,701,701,701,15,35,50,63,532,4,5,7,3,0.5,0.8,1.8,0,0,0,0,0,-0.5,-0.5,-1.6,0,1,2,3,2,1,2,2,1,37.3,37.2,37,36.5,36.8,38.2,39.3,38.5,0,90,90,90,0,-23.6,-23.6,-23.6,0,1.4,1.4,1.4,18,17,6,2.175517659136,8,3.1165415424,9,3.130600001536,9,3.9385703424,3,0.503773659136,2,0.8497152,1364,664,1164,0.4096,74,"4歳上500万下",0
"1195","2010/01/31",2,"京都",2,7,"4歳上500万下",44.6,4,"http://db.netkeiba.com/horse/2006106789",1800,"稍",1607.6,329.1,3,4,4,526,518,8,56,701,701,701,701,22,50,78,84,434,13,8,3,6,1.4,1.8,0.4,0.5,-100,100,100,0,-0.699999999999996,-0.799999999999997,0.299999999999997,0,7,9,6,3,11,6,3,5,30,29.2,28.9,36.8,37.1,37.2,38,37.2,0,77.5999999999999,163,0,0,-81.6,33.4,0,0,-0.4,0.9,0,12,11,1,0.16777216,10,3.720178241536,7,2.188520001536,5,2.2428263424,2,0.176093659136,4,1.4690304,880,180,880,0.512,110,"4歳上500万下",0
"1196","2011/07/02",4,"京都",1,8,"3歳上500万下",43.5,9,"http://db.netkeiba.com/horse/2007100030",1800,"良",1607.6,329.1,3,2,4,464,473,-9,55,499,499,499,499,37,58,141,157,314,1,1,1,1,-0.3,-0.1,-0.2,-1,100,400,400,400,NA,NA,NA,NA,10,1,5,7,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,6,4.14255855448883,1,1,0,0,1,0.1073741824,0,0,6,5.03518437208883,175,175,175,0.16777216,0,"B2　4歳以上",0
"1197","2011/10/16",5,"京都",4,6,"3歳上500万下",1.9,1,"http://db.netkeiba.com/horse/2007100566",1800,"不",1607.6,329.1,3,4,4,482,482,0,55,701,701,701,701,22,64,78,98,750,2,6,3,8,0,0.8,1.3,1.5,0,100,100,0,0.100000000000001,-0.400000000000006,-0.899999999999999,-0.100000000000001,2,6,6,11,2,3,3,11,38.1,30.3,28.5,37,37.6,37.8,37.4,37,90,162.2,162.2,0,-23.6,37.8,37.8,0,1.4,0.1,0.1,0,21,23,0,0,14,7.3481933824,2,0.4718592,6,2.1165133824,0,0,8,5.23168,3889.7,566.1,2589.7,1,740,"3歳上500万下",0
"1198","2010/10/30",5,"京都",7,7,"3歳上500万下",359.8,13,"http://db.netkeiba.com/horse/2007101012",1800,"良",1607.6,329.1,3,4,4,462,458,4,53,500,500,500,500,62,153,168,182,196,11,9,7,8,4.2,2.1,2,2,100,0,0,600,-3.1,-1.9,-2,-1.2,10,2,1,11,7,2,1,11,30,36,37.7,36.2,37.9,38.6,37.5,36,162.2,0,0,0,37.8,0,0,0,0.1,0,0,0,6,5,4,0.7470055424,1,0.04398046511104,3,0.63963136,2,0.42991616,0,0,3,0.36106984751104,0,0,0,0.068719476736,0,"3歳未勝利",0
"1199","2011/05/29",3,"京都",12,7,"4歳上500万下",8.1,2,"http://db.netkeiba.com/horse/2007101197",1800,"不",1607.6,329.1,3,4,4,498,502,-4,57,701,701,701,701,36,70,98,133,484,5,6,5,3,1.1,0.8,0.3,0.1,0,0,0,0,-0.600000000000001,0.100000000000001,0.899999999999999,0.800000000000004,11,13,12,10,7,10,10,8,36.8,37.9,36.6,37.6,36.8,37.5,37.6,38.1,0,90,0,0,0,-23.6,0,0,0,1.4,0,0,13,13,2,1.2096,11,6.2161147813888,6,2.7310592,8,3.1137147813888,0,0,5,4.312,714.5,638,714.5,0.8,300,"4歳上500万下",1
"1200","2010/11/27",6,"京都",7,8,"3歳上500万下",10.2,1,"http://db.netkeiba.com/horse/2007101272",1800,"良",1607.6,329.1,3,2,4,448,436,12,55,701,701,701,701,195,216,224,237,497,2,8,8,6,0.2,1.4,1,0.7,0,0,0,0,0.199999999999996,-0.599999999999994,-0.200000000000003,-0.299999999999997,5,4,11,5,6,8,8,3,36.6,36.1,36.6,37.1,37.4,37.7,37.5,38,0,0,90,90,0,0,-23.6,-23.6,0,0,1.4,1.4,13,15,9,4.2683392,6,2.655714676736,5,3.4497152,12,5.777173876736,0,0,3,1.14688,1560,0,1560,1,740,"3歳500万下",0
"1201","2011/01/08",1,"京都",2,6,"4歳上500万下",17.8,4,"http://db.netkeiba.com/horse/2007101711",1800,"良",1607.6,329.1,3,2,4,440,432,8,52,701,499,499,500,28,73,88,112,266,6,1,1,2,1,-0.5,-0.4,0.2,100,0,100,100,-0.399999999999999,NA,NA,0.899999999999999,8,8,8,12,9,6,6,11,29.3,NA,NA,30.6,38.4,NA,NA,39.1,162.2,NA,NA,120.6,37.8,NA,NA,64.8,0.1,NA,NA,2.1,7,9,3,1.21357934592,6,2.93055352832,1,0.0858993459200001,1,1,0,0,8,3.14413287424,315,315,315,0.512,110,"3歳上500万下",1
"1202","2011/10/22",5,"京都",5,7,"3歳上500万下",55.4,7,"http://db.netkeiba.com/horse/2007102154",1800,"良",1607.6,329.1,3,4,4,450,450,0,57,701,701,701,499,28,48,76,139,650,14,4,9,6,3.9,0.8,1.2,1,-200,100,100,500,-3.2,-0.5,-0.100000000000001,NA,6,5,14,1,6,4,14,1,35.8,29.2,29.5,NA,36,36.8,38.3,NA,-81.4000000000001,162.2,162.2,NA,-27.4,37.8,37.8,NA,1.1,0.1,0.1,NA,22,24,9,5.6368917413888,9,6.181824,0,0,1,0.262144,1,0.0549755813888,16,11.50159616,340.7,152,340.7,0.262144,0,"3歳上500万下",0
"1203","2011/04/30",3,"京都",3,8,"4歳上500万下",187.2,3,"http://db.netkeiba.com/horse/2007102397",1800,"稍",1607.6,329.1,3,4,4,516,514,2,57,701,701,500,500,14,287,307,315,461,14,11,1,8,3.9,3.4,-0.2,1.5,0,100,100,100,-2.7,-2.3,0.299999999999997,-0.400000000000006,8,11,9,7,16,11,3,9,38,30.7,30.2,30.6,37.1,38.1,38.4,37.8,90,131.8,131.8,131.8,-23.6,68.8,68.8,68.8,1.4,-0.5,-0.5,-0.5,14,13,3,0.3825205248,10,3.8410304331776,5,2.3535919104,3,0.2777233227776,0,0,10,3.9458276352,975,0,975,0.64,190,"4歳上500万下",1
"1204","2011/01/16",1,"京都",6,8,"4歳上500万下",176.5,10,"http://db.netkeiba.com/horse/2007102468",1800,"良",1607.6,329.1,3,3,4,464,466,-2,56,701,701,701,701,21,35,56,183,553,11,11,12,9,1.3,1.6,1.8,1,-600,100,100,200,-0.100000000000001,-0.899999999999999,-1.6,0.5,13,10,6,16,14,8,3,18,36.8,30.9,30.6,35,37.9,38.1,38.1,34.2,162.2,162.2,163,-615.4,37.8,37.8,33.4,-329.6,0.1,0.1,0.9,0.8,12,16,9,2.88753805312,4,1.3247463424,0,0,5,2.85737216,3,0.4768923648,5,0.87801987072,910,0,860,0.134217728,0,"3歳上500万下",1
"1205","2011/10/29",5,"京都",7,7,"3歳上500万下",1.9,1,"http://db.netkeiba.com/horse/2007102889",1800,"良",1607.6,329.1,3,4,4,444,446,-2,55,701,701,701,701,13,28,258,335,455,2,4,15,10,0.1,0.4,2,1.7,0,0,100,400,0.599999999999994,-0.199999999999996,-1,-0.5,7,4,10,14,7,3,14,14,36.8,38.4,30.4,36.3,36.3,37.2,37.3,36.1,0,90,162.2,0,0,-23.6,37.8,0,0,1.4,0.1,0,6,5,2,0.646217728,3,1.84398046511104,2,0.934217728,2,1.312,0,0,3,1.17819819311104,910,410,910,1,740,"3歳上500万下",1
"1206","2012/01/21",1,"京都",6,7,"4歳上500万下",6.2,4,"http://db.netkeiba.com/horse/2007103071",1800,"重",1607.6,329.1,3,4,4,498,488,10,55,701,701,701,701,28,42,62,83,769,5,3,6,10,0.7,0.7,1.1,1.4,100,100,0,400,-0.200000000000003,0.800000000000004,-0.0999999999999943,0.100000000000001,7,10,11,13,6,10,11,13,29.6,29.5,36.5,34.3,38,36.7,37.2,38.5,162.2,162.2,135.1,0,37.8,37.8,-24.8,0,0.1,0.1,2.4,0,21,21,0,0,12,5.488524288,2,0.343932928,3,0.7995392,0,0,9,4.688985088,872,250,317,0.512,110,"3歳上500万下",1
"1207","2012/02/04",2,"京都",3,7,"4歳上500万下",70.3,8,"http://db.netkeiba.com/horse/2007103249",1800,"良",1607.6,329.1,3,3,4,480,486,-6,55,701,701,701,701,14,154,182,203,760,15,3,14,9,2.8,0.3,1.6,1.6,0,0,0,0,-1.8,0.700000000000003,-0.300000000000004,-1.09999999999999,14,10,9,7,14,10,11,5,38.7,36,35.6,35.5,38.3,39.2,34.4,38.7,114.6,135.1,-615.4,135.1,21.1,-24.8,-329.6,-24.8,-1.5,2.4,0.8,2.4,11,17,5,2.6627477413888,5,3.12398046511104,0,0,7,3.70672820649984,0,0,3,2.08,871.1,190,286.1,0.2097152,0,"4歳上500万下",1
"1208","2011/07/16",4,"京都",5,12,"3歳上500万下",182.2,8,"http://db.netkeiba.com/horse/2007103271",1800,"良",1607.6,329.1,3,3,4,496,494,2,57,701,701,499,499,21,35,157,169,342,9,11,1,8,1,2,-0.6,1.6,-400,0,400,400,-0.100000000000001,-0.600000000000001,NA,NA,9,12,2,5,10,13,2,5,35.8,35.7,NA,NA,35.1,39.1,NA,NA,-81.4000000000001,135.1,NA,NA,-27.4,-24.8,NA,NA,1.1,2.4,NA,NA,11,11,6,1.54404591448883,5,3.792,0,0,2,0.6193741824,1,0.16777216,8,4.54889957208883,115.2,17,115.2,0.2097152,0,"香住特別(500万下)",1
"1209","2012/02/18",2,"京都",7,7,"4歳上500万下",5.7,7,"http://db.netkeiba.com/horse/2007103355",1800,"稍",1607.6,329.1,3,3,4,478,468,10,57,701,701,701,701,104,126,146,251,840,2,4,2,3,0.1,0.9,0,0,0,0,-200,0,0.200000000000003,-0.899999999999999,0.200000000000003,0.0999999999999943,3,1,7,2,3,2,4,1,36.4,37,36.6,37.6,38.1,35.9,37.7,37.8,135.1,0,90,135.1,-24.8,0,-23.6,-24.8,2.4,0,1.4,2.4,10,20,0,0,10,7.5616,1,0.512,5,3.1616,1,0.8,4,3.6,1932,690,1297,0.262144,0,"3歳上500万下",0
"1210","2011/01/10",1,"京都",4,8,"4歳上500万下",27.7,8,"http://db.netkeiba.com/horse/2007104720",1800,"良",1607.6,329.1,3,2,4,438,436,2,56,701,701,500,500,29,50,113,134,492,8,5,1,2,0.7,0.3,-0.2,0.1,0,100,0,0,0.100000000000001,0.399999999999999,0.400000000000006,0.5,7,5,6,8,3,9,3,7,37.8,30.6,37.2,36.2,38.7,38.1,38.7,38.7,114.6,163,114.6,135.1,21.1,33.4,21.1,-24.8,-1.5,0.9,-1.5,2.4,8,12,10,4.6195503013888,2,1.12768,0,0,6,3.18720256,0,0,6,2.5600277413888,1451,971,1451,0.2097152,0,"3歳上500万下",0
"1211","2011/10/15",5,"京都",3,6,"3歳上500万下",2.4,1,"http://db.netkeiba.com/horse/2007105594",1800,"不",1607.6,329.1,3,4,4,506,496,10,57,1100,1100,1100,1100,189,279,301,322,763,8,5,7,3,1.8,1.2,1.4,0.3,0,0,100,400,-1.5,-0.399999999999999,-0.600000000000001,0.5,6,8,8,12,4,7,9,10,36.1,35.7,29.6,35.2,36,37.2,37.5,37.3,90,0,162.2,0,-23.6,0,37.8,0,1.4,0,0.1,0,13,14,1,0.8,7,3.3311744,5,3.4496,6,3.2290304,0,0,2,0.902144,4918.3,0,1817.4,1,740,"ラジオ関西賞仲春特別(1000万下)",1
"1212","2010/10/16",5,"京都",3,6,"3歳上500万下",3.4,1,"http://db.netkeiba.com/horse/2007106404",1800,"良",1607.6,329.1,3,3,4,460,456,4,53,500,500,500,500,48,70,98,111,237,1,2,3,3,-0.6,0.5,0.2,0.2,100,100,400,400,0.299999999999997,0,1.2,0.399999999999999,5,5,11,9,2,3,9,8,30,30.2,34.6,34.3,37.9,38.3,38.5,38.4,162.2,162.2,90,90,37.8,37.8,-23.6,-23.6,0.1,0.1,1.4,1.4,5,7,5,2.8493952,2,1.28,2,0.83968,0,0,0,0,7,4.1293952,1070,960,1070,1,740,"3歳未勝利",0
"1213","2011/01/22",1,"京都",7,7,"4歳上500万下",3.5,4,"http://db.netkeiba.com/horse/2007106460",1800,"良",1607.6,329.1,3,4,4,492,494,-2,51,701,6000,701,500,12,125,139,251,321,7,9,5,1,0.8,1.1,0.7,-0.2,-400,0,0,-200,-0.799999999999997,-0.400000000000006,0,0,1,7,10,1,1,10,8,1,35.9,34.1,36.8,36.4,35.1,34.3,34.9,35.7,NA,-481.4,-7.5,-615.4,NA,-144.5,36.1,-329.6,NA,0.6,0,0.8,1,7,6,2.86351616,1,0.64,1,0.262144,2,0.57737216,4,2.414144,1,0.512,935,105,935,0.512,110,"4歳上500万下",0
"1214","2013/02/17",2,"京都",8,8,"4歳上500万下",26,10,"http://db.netkeiba.com/horse/2007109150",1800,"重",1607.6,329.1,3,3,4,512,510,2,57,499,701,701,701,11,70,78,91,1218,3,8,7,9,0.3,0.9,1.2,1.6,400,0,0,100,NA,0.100000000000001,-0.299999999999997,-0.600000000000001,7,14,13,12,4,13,8,13,NA,39,38.2,30.9,NA,38.6,38,37.6,NA,90,77.5999999999999,163,NA,-23.6,-81.6,33.4,NA,1.4,-0.4,0.9,28,28,2,0.25367150592,11,4.4383207424,2,0.3170893824,6,2.00553070592,3,0.9570893824,4,1.72937216,2198,460,727,0.134217728,0,"JRA交流大和川特別",1
"1215","2011/07/24",4,"京都",8,7,"3歳上500万下",82.5,9,"http://db.netkeiba.com/horse/2008100533",1800,"良",1607.6,329.1,3,4,4,436,440,-4,52,701,701,701,500,35,50,168,183,386,9,4,6,1,2.1,1.1,3.2,-0.2,-200,0,0,0,-1.7,-0.199999999999996,-3,0,4,6,2,1,5,6,4,1,35.2,37.8,36.9,38.2,37.2,38.2,37.6,38.6,90,90,0,0,-23.6,-23.6,0,0,1.4,1.4,0,0,7,10,9,3.5247702581248,1,0.16777216,5,1.9633750581248,5,2.67936,1,0.16777216,4,0.8454102581248,795,110,795,0.16777216,0,"3歳上500万下",0
"1216","2011/07/10",4,"京都",4,8,"3歳上500万下",13.1,6,"http://db.netkeiba.com/horse/2008100896",1800,"良",1607.6,329.1,3,2,4,456,462,-6,54,701,701,701,2300,14,36,78,133,169,5,9,8,5,0.7,2.2,1,0.7,0,-600,-600,-400,0.600000000000001,-2,-0.300000000000004,-0.200000000000003,11,3,8,7,9,2,8,7,36.1,36.8,35.7,36.3,38.2,34.1,35.9,35.4,90,-481.4,NA,-81.4000000000001,-23.6,-144.5,NA,-27.4,1.4,0.6,NA,1.1,3,6,5,2.15474432,1,0.2097152,3,1.37748736,2,1.4096,3,0.78708736,1,0.16777216,764,764,764,0.32768,0,"3歳上500万下",0
"1217","2012/05/06",3,"京都",6,8,"4歳上500万下",152.4,13,"http://db.netkeiba.com/horse/2008101271",1800,"良",1607.6,329.1,3,3,4,514,516,-2,57,701,499,499,499,14,159,206,215,226,15,3,1,1,1.9,1.4,-0.1,-0.2,650,400,400,400,-1.3,NA,NA,NA,9,4,2,3,11,3,2,2,32.7,NA,NA,NA,37.6,NA,NA,NA,163,NA,NA,NA,33.4,NA,NA,NA,0.9,NA,NA,NA,6,5,4,3.04398046511104,1,0.64,0,0,0,0,0,0,5,3.68398046511104,58.1,4.1,58.1,0.068719476736,0,"4歳上500万下",0
"1218","2012/04/21",3,"京都",1,8,"4歳上500万下",139.6,13,"http://db.netkeiba.com/horse/2008101330",1800,"良",1607.6,329.1,3,3,4,458,458,0,56,701,701,701,701,13,28,48,90,545,13,11,12,8,3.1,1.7,0.8,0.6,-200,-400,-400,0,-2.7,0.199999999999996,0.200000000000003,0.0999999999999943,4,13,12,16,3,12,14,11,35.3,36.8,36.1,36.2,37.1,37.8,36.2,36.3,-81.4000000000001,-81.4000000000001,-98.3000000000002,-7.5,-27.4,-27.4,-83.4,36.1,1.1,1.1,-0.5,0,1,15,10,3.042826387456,3,1.3170893824,2,1.4096,2,0.8497152,11,3.510200569856,0,0,1204,0,1154,0.068719476736,0,"4歳上500万下",1
"1219","2013/05/26",3,"京都",12,7,"4歳上500万下",62.8,15,"http://db.netkeiba.com/horse/2008101519",1800,"良",1607.6,329.1,3,2,4,518,522,-4,57,701,1100,1100,1100,49,406,421,442,925,10,15,11,12,2.2,3.2,3.3,1.5,0,-200,-600,-100,-1.9,-3.1,-2.9,-1.4,6,1,1,1,6,6,6,2,37.2,34.2,36.8,30,37.7,37.8,38.4,38.5,90,90,114.6,77.5999999999999,-23.6,-23.6,21.1,-81.6,1.4,1.4,-1.5,-0.4,14,18,1,0.04398046511104,4,1.32749125632,0,0,1,0.134217728,4,1.23725399343104,0,0,1684,0,670,0.04398046511104,0,"4歳上500万下",0
"1220","2012/02/12",2,"京都",6,8,"4歳上500万下",25.2,3,"http://db.netkeiba.com/horse/2008101592",1800,"良",1607.6,329.1,3,2,4,456,456,0,56,701,701,701,701,14,28,56,71,547,6,7,12,5,0.7,0.6,1.7,0.9,-100,0,100,100,-0.400000000000006,0.5,-0.600000000000001,-0.600000000000001,4,10,14,4,7,7,13,3,30.3,35.8,30.5,29.7,37.3,37.7,37.6,37.3,0,0,162.2,162.2,0,0,37.8,37.8,0,0,0.1,0.1,8,13,8,2.78082387800883,2,0.57737216,2,0.589824,4,2.06991616,1,0.32768,5,0.960599878008832,1180,70,700,0.64,180,"4歳上500万下",1
"1221","2012/10/08",4,"京都",3,8,"3歳上500万下",27,6,"http://db.netkeiba.com/horse/2008101892",1800,"良",1607.6,329.1,3,4,4,460,456,4,55,701,701,701,701,15,30,43,58,611,7,4,12,8,1,2,1.3,1.1,0,0,100,100,0.400000000000006,-1.1,0.100000000000001,0.100000000000001,15,7,15,14,13,5,13,11,36.7,35.5,30.8,29.5,38.2,38.6,38.2,37.5,90,90,162.2,162.2,-23.6,-23.6,37.8,37.8,1.4,1.4,0.1,0.1,31,31,13,6.4959341273088,13,6.6491392,7,3.5811195813888,14,7.833344,4,1.0388347813888,8,4.27289454592,3660,690,3175,0.32768,0,"3歳上500万下",1
"1222","2012/04/28",3,"京都",3,8,"4歳上500万下",1.6,2,"http://db.netkeiba.com/horse/2008101892",1800,"良",1607.6,329.1,3,4,4,448,452,-4,55,701,701,701,701,13,48,62,84,448,2,4,3,1,0,0.6,1,-0.1,0,0,0,100,1,0.899999999999999,-0.400000000000006,1.1,12,13,8,13,8,12,5,11,37,36.8,38.4,30.4,38.5,39.8,36.8,37.9,90,77.5999999999999,90,162.2,-23.6,-81.6,-23.6,37.8,1.4,-0.4,1.4,0.1,25,24,11,6.2605952,13,7.38688,8,4.64128,16,8.94848,2,0.7217152,6,3.97728,3260,1630,3260,0.8,290,"4歳上500万下",1
"1223","2014/01/19",1,"京都",7,7,"4歳上500万下",20.4,7,"http://db.netkeiba.com/horse/2008101973",1800,"良",1607.6,329.1,3,4,4,430,416,8,57,701,701,701,701,120,148,183,211,1211,6,4,9,9,1.2,0.7,1.8,1.7,-200,100,100,100,-1.1,-0.5,-1.8,0,2,3,1,7,2,3,1,11,36.5,30.2,30.7,30,37.9,36,37.4,37.8,90,131.8,131.8,131.8,-23.6,68.8,68.8,68.8,1.4,-0.5,-0.5,-0.5,23,23,8,2.489033179136,1,0.512,0,0,4,1.616093659136,1,0.32768,4,1.05725952,3552.6,110,570,0.262144,0,"3歳上500万下",0
